iter	Logloss
140	0.002921861057
141	0.002889243396
142	0.00288781423
143	0.002871520247
144	0.002735645818
145	0.002721309623
146	0.002707362691
147	0.002697955096
148	0.002681259556
149	0.002589297945
150	0.002573990529
151	0.002551490272
152	0.002528529892
153	0.002430007065
154	0.002428355234
155	0.002398394136
156	0.002398394136
157	0.002398394136
158	0.002398383253
159	0.002371026335
160	0.002370947924
161	0.00236559755
162	0.002348806714
163	0.002348844676
164	0.002348833679
165	0.002343886911
166	0.002343886911
167	0.002343829347
168	0.002343899409
169	0.002343899409
170	0.002343805904
171	0.002343850918
172	0.002343778938
173	0.002343760551
174	0.002343785011
175	0.002343749338
176	0.002343734303
177	0.002343750685
178	0.00234368091
179	0.002343734329
180	0.002343661249
181	0.002343701591
182	0.002343711676
183	0.002343711676
184	0.002343719398
185	0.002343684228
186	0.002343684228
187	0.002343688198
188	0.002343673506
189	0.002343722491
190	0.002343680888
191	0.002343658118
192	0.002343691751
193	0.002343641053
194	0.002343682501
195	0.002343614815
196	0.002343614815
197	0.002343630752
198	0.002343630752
199	0.002343578477
200	0.002343601468
201	0.002343609517
202	0.002343589215
203	0.002343551198
204	0.002343554993
205	0.002343523734
206	0.002343561575
207	0.002343475832
208	0.002343525047
209	0.002343492272
210	0.002343492272
211	0.002343473077
212	0.002343473077
213	0.002343473077
214	0.002343473077
215	0.002343439964
216	0.002343459981
217	0.002343458492
218	0.002343434832
219	0.002343434832
220	0.002343434832
221	0.002343502868
222	0.002343395292
223	0.002343395292
224	0.002343395292
225	0.002343395292
226	0.002343395292
227	0.002343395292
228	0.002343428671
229	0.002343428671
230	0.002343428671
231	0.002343415988
232	0.002343391724
233	0.002343391724
234	0.002343391724
235	0.002343391724
236	0.002343406566
237	0.002343406566
238	0.002343406566
239	0.002343406566
240	0.002343406566
241	0.002343406566
242	0.002343406566
243	0.002343406566
244	0.002343406566
245	0.002343398388
246	0.002343398388
247	0.002343398388
248	0.002343398388
249	0.002343398388
250	0.002343398388
251	0.002343398388
252	0.002343398388
253	0.002343398388
254	0.002343398388
255	0.002343398388
256	0.002343398388
257	0.002343398388
258	0.002343398388
259	0.002343398388
260	0.002343398388
261	0.002343398388
262	0.002343398388
263	0.002343398388
264	0.002343398388
265	0.002343398388
266	0.002343398388
267	0.002343398388
268	0.002343398388
269	0.002343398388
270	0.002343398388
271	0.002343398388
272	0.002343398388
273	0.002343398388
274	0.002343398388
275	0.002343398388
276	0.002343398388
277	0.002343398388
278	0.002343398388
279	0.002343398388
280	0.002343398388
281	0.002343398388
282	0.002343398388
283	0.002343398388
284	0.002343398388
285	0.002343398388
286	0.002343398388
287	0.002343398388
288	0.002343398388
289	0.002343398388
290	0.002343398388
291	0.002343398388
292	0.002343398388
293	0.002343398388
294	0.002343398388
295	0.002343398388
296	0.002343398388
297	0.002343398388
298	0.002343398388
299	0.002343398388
300	0.002343398388
301	0.002343398388
302	0.002343398388
303	0.002343398388
304	0.002343398388
305	0.002343398388
306	0.002343398388
307	0.002343398388
308	0.002343398388
309	0.002343398388
310	0.002343398388
311	0.002343398388
312	0.002343398388
313	0.002343398388
314	0.002343398388
315	0.002343398388
316	0.002343398388
317	0.002343398388
318	0.002343398388
319	0.002343398388
320	0.002343398388
321	0.002343398388
322	0.002343398388
323	0.002343398388
324	0.002343398388
325	0.002343398388
326	0.002343398388
327	0.002343398388
328	0.002343398388
329	0.002343398388
330	0.002343398388
331	0.002343398388
332	0.002343398388
333	0.002343398388
334	0.002343398388
335	0.002343398388
336	0.002343398388
337	0.002343398388
338	0.002343398388
339	0.002343398388
340	0.002343398388
341	0.002343398388
342	0.002343398388
343	0.002343398388
344	0.002343398388
345	0.002343398388
346	0.002343398388
347	0.002343398388
348	0.002343398388
349	0.002343398388
350	0.002343398388
351	0.002343398388
352	0.002343398388
353	0.002343398388
354	0.002343398388
355	0.002343398388
356	0.002343398388
357	0.002343398388
358	0.002343398388
359	0.002343398388
360	0.002343398388
361	0.002343398388
362	0.002343398388
363	0.002343398388
364	0.002343398388
365	0.002343398388
366	0.002343398388
367	0.002343398388
368	0.002343398388
369	0.002343398388
370	0.002343398388
371	0.002343398388
372	0.002343398388
373	0.002343398388
374	0.002343398388
375	0.002343398388
376	0.002343398388
377	0.002343398388
378	0.002343398388
379	0.002343398388
380	0.002343398388
381	0.002343398388
382	0.002343398388
383	0.002343398388
384	0.002343398388
385	0.002343398388
386	0.002343398388
387	0.002343398388
388	0.002343398388
389	0.002343398388
390	0.002343398388
391	0.002343398388
392	0.002343398388
393	0.002343398388
394	0.002343398388
395	0.002343398388
396	0.002343398388
397	0.002343398388
398	0.002343398388
399	0.002343398388
400	0.002343398388
401	0.002343398388
402	0.002343398388
403	0.002343398388
404	0.002343398388
405	0.002343398388
406	0.002343398388
407	0.002343398388
408	0.002343398388
409	0.002343398388
410	0.002343398388
411	0.002343398388
412	0.002343398388
413	0.002343398388
414	0.002343398388
415	0.002343398388
416	0.002343398388
417	0.002343398388
418	0.002343398388
419	0.002343398388
420	0.002343398388
421	0.002343398388
422	0.002343398388
423	0.002343398388
424	0.002343398388
425	0.002343398388
426	0.002343398388
427	0.002343398388
428	0.002343398388
429	0.002343398388
430	0.002343398388
431	0.002343398388
432	0.002343398388
433	0.002343398388
434	0.002343398388
435	0.002343398388
436	0.002343398388
437	0.002343398388
438	0.002343398388
439	0.002343398388
440	0.002343398388
441	0.002343398388
442	0.002343398388
443	0.002343398388
444	0.002343398388
445	0.002343398388
446	0.002343398388
447	0.002343398388
448	0.002343398388
449	0.002343398388
450	0.002343398388
451	0.002343398388
452	0.002343398388
453	0.002343398388
454	0.002343398388
455	0.002343398388
456	0.002343398388
457	0.002343398388
458	0.002343398388
459	0.002343398388
460	0.002343398388
461	0.002343398388
462	0.002343398388
463	0.002343398388
464	0.002343398388
465	0.002343398388
466	0.002343398388
467	0.002343398388
468	0.002343398388
469	0.002343398388
470	0.002343398388
471	0.002343398388
472	0.002343398388
473	0.002343398388
474	0.002343398388
475	0.002343398388
476	0.002343398388
477	0.002343398388
478	0.002343398388
479	0.002343398388
480	0.002343398388
481	0.002343398388
482	0.002343398388
483	0.002343398388
484	0.002343398388
485	0.002343398388
486	0.002343398388
487	0.002343398388
488	0.002343398388
489	0.002343398388
490	0.002343398388
491	0.002343398388
492	0.002343398388
493	0.002343398388
494	0.002343398388
495	0.002343398388
496	0.002343398388
497	0.002343398388
498	0.002343398388
499	0.002343398388
500	0.002343398388
501	0.002343398388
502	0.002343398388
503	0.002343398388
504	0.002343398388
505	0.002343398388
506	0.002343398388
507	0.002343398388
508	0.002343398388
509	0.002343398388
510	0.002343398388
511	0.002343398388
512	0.002343398388
513	0.002343398388
514	0.002343398388
515	0.002343398388
516	0.002343398388
517	0.002343398388
518	0.002343398388
519	0.002343398388
520	0.002343398388
521	0.002343398388
522	0.002343398388
523	0.002343398388
524	0.002343398388
525	0.002343398388
526	0.002343398388
527	0.002343398388
528	0.002343398388
529	0.002343398388
530	0.002343398388
531	0.002343398388
532	0.002343398388
533	0.002343398388
534	0.002343398388
535	0.002343398388
536	0.002343398388
537	0.002343398388
538	0.002343398388
539	0.002343398388
540	0.002343398388
541	0.002343398388
542	0.002343398388
543	0.002343398388
544	0.002343398388
545	0.002343398388
546	0.002343398388
547	0.002343398388
548	0.002343398388
549	0.002343398388
550	0.002343398388
551	0.002343398388
552	0.002343398388
553	0.002343398388
554	0.002343398388
555	0.002343398388
556	0.002343398388
557	0.002343398388
558	0.002343398388
559	0.002343398388
560	0.002343398388
561	0.002343398388
562	0.002343398388
563	0.002343398388
564	0.002343398388
565	0.002343398388
566	0.002343398388
567	0.002343398388
568	0.002343398388
569	0.002343398388
570	0.002343398388
571	0.002343398388
572	0.002343398388
573	0.002343398388
574	0.002343398388
575	0.002343398388
576	0.002343398388
577	0.002343398388
578	0.002343398388
579	0.002343398388
580	0.002343398388
581	0.002343398388
582	0.002343398388
583	0.002343398388
584	0.002343398388
585	0.002343398388
586	0.002343398388
587	0.002343398388
588	0.002343398388
589	0.002343398388
590	0.002343398388
591	0.002343398388
592	0.002343398388
593	0.002343398388
594	0.002343398388
595	0.002343398388
596	0.002343398388
597	0.002343398388
598	0.002343398388
599	0.002343398388
600	0.002343398388
601	0.002343398388
602	0.002343398388
603	0.002343398388
604	0.002343398388
605	0.002343398388
606	0.002343398388
607	0.002343398388
608	0.002343398388
609	0.002343398388
610	0.002343398388
611	0.002343398388
612	0.002343398388
613	0.002343398388
614	0.002343398388
615	0.002343398388
616	0.002343398388
617	0.002343398388
618	0.002343398388
619	0.002343398388
620	0.002343398388
621	0.002343398388
622	0.002343398388
623	0.002343398388
624	0.002343398388
625	0.002343398388
626	0.002343398388
627	0.002343398388
628	0.002343398388
629	0.002343398388
630	0.002343398388
631	0.002343398388
632	0.002343398388
633	0.002343398388
634	0.002343398388
635	0.002343398388
636	0.002343398388
637	0.002343398388
638	0.002343398388
639	0.002343398388
640	0.002343398388
641	0.002343398388
642	0.002343398388
643	0.002343398388
644	0.002343398388
645	0.002343398388
646	0.002343398388
647	0.002343398388
648	0.002343398388
649	0.002343398388
650	0.002343398388
651	0.002343398388
652	0.002343398388
653	0.002343398388
654	0.002343398388
655	0.002343398388
656	0.002343398388
657	0.002343398388
658	0.002343398388
659	0.002343398388
660	0.002343398388
661	0.002343398388
662	0.002343398388
663	0.002343398388
664	0.002343398388
665	0.002343398388
666	0.002343398388
667	0.002343398388
668	0.002343398388
669	0.002343398388
670	0.002343398388
671	0.002343398388
672	0.002343398388
673	0.002343398388
674	0.002343398388
675	0.002343398388
676	0.002343398388
677	0.002343398388
678	0.002343398388
679	0.002343398388
680	0.002343398388
681	0.002343398388
682	0.002343398388
683	0.002343398388
684	0.002343398388
685	0.002343398388
686	0.002343398388
687	0.002343398388
688	0.002343398388
689	0.002343398388
690	0.002343398388
691	0.002343398388
692	0.002343398388
693	0.002343398388
694	0.002343398388
695	0.002343398388
696	0.002343398388
697	0.002343398388
698	0.002343398388
699	0.002343398388
700	0.002343398388
701	0.002343398388
702	0.002343398388
703	0.002343398388
704	0.002343398388
705	0.002343398388
706	0.002343398388
707	0.002343398388
708	0.002343398388
709	0.002343398388
710	0.002343398388
711	0.002343398388
712	0.002343398388
713	0.002343398388
714	0.002343398388
715	0.002343398388
716	0.002343398388
717	0.002343398388
718	0.002343398388
719	0.002343398388
720	0.002343398388
721	0.002343398388
722	0.002343398388
723	0.002343398388
724	0.002343398388
725	0.002343398388
726	0.002343398388
727	0.002343398388
728	0.002343398388
729	0.002343398388
730	0.002343398388
731	0.002343398388
732	0.002343398388
733	0.002343398388
734	0.002343398388
735	0.002343398388
736	0.002343398388
737	0.002343398388
738	0.002343398388
739	0.002343398388
740	0.002343398388
741	0.002343398388
742	0.002343398388
743	0.002343398388
744	0.002343398388
745	0.002343398388
746	0.002343398388
747	0.002343398388
748	0.002343398388
749	0.002343398388
750	0.002343398388
751	0.002343398388
752	0.002343398388
753	0.002343398388
754	0.002343398388
755	0.002343398388
756	0.002343398388
757	0.002343398388
758	0.002343398388
759	0.002343398388
760	0.002343398388
761	0.002343398388
762	0.002343398388
763	0.002343398388
764	0.002343398388
765	0.002343398388
